,transactionid,accountid,transactionamount,transactiondate,transactiontype,location,deviceid,ip_address,merchantid,channel,customerage,customeroccupation,transactionduration,loginattempts,accountbalance,previoustransactiondate,transaction_hour,transaction_day,is_senior_citizen,amount_category
146,TX000441,AC00040,1237.56,2023-11-13 17:49:00,Credit,Austin,D000077,219.96.187.255,M060,Branch,60, Engineer ,159,1,9410.17,2024-11-04 08:11:00,17,Monday,1,High
147,TX002512,AC00009,243.08,2023-02-14 16:21:00, Credit , Jacksonville ,D000215,59.127.135.25,M041,Online,24, Student ,93,1,131.25,2024-11-04 08:07:00,16,Tuesday,0,Medium
148,TX002071,AC00158,446.83,2023-06-26 18:51:00, Credit ,Miami,D000378,77.92.193.22,M051,Branch,55,Retired,143,1,1623.5,2024-11-04 08:09:00,18,Monday,0,High
149,TX001622,AC00063,,2023-08-01 17:54:00, Debit , Raleigh ,D000348,195.226.203.234,M012,ATM,20,Student,84,1,1519.51,2024-11-04 08:12:00,17,Tuesday,0,
150,TX000989,AC00035,,2023-10-30 18:44:00,Credit, San Jose ,D000317,133.67.250.163,M054,Online,34,Doctor,141,1,14833.34,2024-11-04 08:07:00,18,Monday,0,
151,TX000998,AC00368,368.53,2023-04-03 16:09:00,Debit, Raleigh ,D000469,31.127.129.152,M099,Branch,68,Doctor,34,1,13696.31,2024-11-04 08:06:00,16,Monday,1,High
152,TX001291,AC00013,427.69,2023-03-28 16:02:00, Debit ,Raleigh,D000347,24.148.92.177,M088,ATM,43,Engineer,236,1,2443.54,2024-11-04 08:11:00,16,Tuesday,0,High
154,TX001453,AC00257,83.62,2023-06-22 17:18:00, Debit ,,D000554,202.21.120.44,M069,ATM,48,Doctor,146,1,12652.22,2024-11-04 08:12:00,17,Thursday,0,Low
155,TX000940,AC00157,,2023-11-10 18:28:00,Credit,Los Angeles,D000104,57.166.147.242,M061,ATM,46,Doctor,26,1,5368.42,2024-11-04 08:07:00,18,Friday,0,
156,TX002290,AC00359,251.8,2023-04-03 16:14:00, Debit , Mesa ,D000657,59.208.79.116,M020,ATM,62,Doctor,102,1,11796.66,2024-11-04 08:10:00,16,Monday,1,Medium
157,TX001870,AC00396,145.77,2023-04-05 16:08:00,Debit,Memphis,D000175,158.129.49.240,M040,ATM,68, Retired ,237,1,5294.98,2024-11-04 08:11:00,16,Wednesday,1,Medium
158,TX000979,AC00453,472.48,2023-02-27 17:06:00,Debit,New York,D000149,11.3.59.231,M099,Branch,55,Engineer,87,1,7128.82,2024-11-04 08:09:00,17,Monday,0,High
159,TX000887,AC00480,61.37,2023-02-06 16:54:00, Debit ,Columbus,D000074,57.141.198.111,M001,Branch,75,Retired,164,1,4294.44,2024-11-04 08:10:00,16,Monday,1,Low
160,TX001503,AC00341,,2023-11-03 16:50:00,Debit, Columbus ,D000556,141.241.241.128,M024,Online,63,Retired,76,1,"$4,324.40",2024-11-04 08:10:00,16,Friday,1,
161,TX001222,AC00431,297.86,2023-02-06 17:32:00,Credit,Milwaukee,D000419,205.45.234.42,M070,ATM,28, Student ,96,1,1680.14,2024-11-04 08:11:00,17,Monday,0,Medium
162,TX000205,AC00452,140.98,2023-05-25 16:34:00,Debit,Memphis,D000374,192.95.36.246,M059,Branch,60,Engineer,100,1,8127.48,2024-11-04 08:12:00,16,Thursday,1,Medium
163,TX000095,AC00425,644.17,2023-03-02 16:05:00,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,29,Engineer,72,1,1143.52,2024-11-04 08:08:00,16,Thursday,0,High
164,TX001001,AC00345,16.73,2023-02-22 17:39:00,Debit, Houston ,D000411,27.215.118.94,M073,Online,45,Engineer,48,1,2202.62,2024-11-04 08:09:00,17,Wednesday,0,Low
165,TX001198,AC00347,235.21,2023-10-16 16:44:00, Debit ,Boston,D000300,106.244.1.47,M007,Branch,67,Doctor,74,1,5946.61,2024-11-04 08:10:00,16,Monday,1,Medium
166,TX000650,AC00143,73.88,2023-05-08 17:42:00, Debit , Los Angeles ,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,"$4,055.55",2024-11-04 08:08:00,17,Monday,0,Low
167,TX001740,AC00408,248.15,2023-06-15 16:41:00,Debit, Milwaukee ,D000043,201.113.165.203,M018,ATM,75,Retired,202,1,2649.23,2024-11-04 08:08:00,16,Thursday,1,Medium
168,TX000120,AC00092,115.83,2023-05-22 17:09:00,Debit,Fresno,D000663,124.6.134.78,M086,Branch,39, Engineer ,167,1,"$6,481.04",2024-11-04 08:10:00,17,Monday,0,Low
169,TX002059,AC00391,328.39,2023-11-09 16:47:00,Debit,New York,D000396,110.150.1.201,M013,ATM,41,Engineer,108,1,2523.83,2024-11-04 08:11:00,16,Thursday,0,Medium
170,TX001156,AC00281,501.15,2023-08-21 18:07:00,Debit, Phoenix ,D000322,180.224.54.115,M088,Branch,47,Engineer,208,1,8821.84,2024-11-04 08:11:00,18,Monday,0,High
172,TX002213,AC00228,,2023-12-04 16:20:00,Debit,Nashville,D000338,105.87.212.115,M063,Online,55,Engineer,37,1,"$9,575.42",2024-11-04 08:07:00,16,Monday,0,
173,TX002395,AC00165,33.03,2023-08-10 16:58:00,Debit,Washington,D000376,109.42.41.157,M019,Branch,21,Student,28,1,935.88,2024-11-04 08:09:00,16,Thursday,0,Low
174,TX001771,AC00022,1.82,2023-04-13 17:35:00,Debit,San Francisco,D000652,146.250.144.172,M009,Online,80,Retired,60,1,5571.39,2024-11-04 08:09:00,17,Thursday,1,Low
175,TX001288,AC00261,451.68,2023-04-18 18:55:00,Debit,Houston,D000113,210.160.90.52,M072,Online,33, Engineer ,15,1,"$4,381.54",2024-11-04 08:09:00,18,Tuesday,0,High
176,TX001502,AC00370,417.26,2023-02-27 17:01:00,Credit, New York ,D000183,17.36.132.202,M049,Online,32, Doctor ,45,1,10442.48,2024-11-04 08:11:00,17,Monday,0,High
177,TX000437,AC00357,386.38,2023-01-24 16:00:00, Debit ,Phoenix,D000461,203.197.235.35,M058,Online,42, Engineer ,135,1,5528.36,2024-11-04 08:10:00,16,Tuesday,0,High
178,TX002016,AC00286,199.54,2023-10-10 17:24:00, Debit ,Portland,D000631,16.250.113.156,M070,Online,56,Engineer,268,1,9603.73,2024-11-04 08:10:00,17,Tuesday,0,Medium
179,TX002292,AC00054,52.44,2023-09-06 18:56:00,Debit,Raleigh,D000427,101.223.82.253,M046,Online,27,Student,87,1,3157.75,2024-11-04 08:09:00,18,Wednesday,0,Low
180,TX001910,AC00151,301.47,2023-01-26 16:13:00,Debit, Colorado Springs ,,36.13.239.172,M040,Branch,21,Student,291,1,560.73,2024-11-04 08:09:00,16,Thursday,0,Medium
181,TX001255,AC00070,142.19,2023-06-15 18:28:00,Debit,Houston,D000416,85.191.79.161,M005,Branch,18, Student ,27,4,524.46,2024-11-04 08:09:00,18,Thursday,0,Medium
182,TX001459,AC00217,46.22,2023-11-13 16:41:00,Debit, San Jose ,D000638,49.31.186.82,M049,Branch,23,Student,217,1,$471.28,2024-11-04 08:08:00,16,Monday,0,Low
183,TX000974,AC00475,19.59,2023-06-16 18:47:00,Debit,Charlotte,D000529,170.54.231.239,M016,Branch,64,Retired,122,1,"$1,061.69",2024-11-04 08:10:00,18,Friday,1,Low
184,TX000696,AC00240,1151.18,2023-08-25 17:26:00,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,2024-11-04 08:07:00,17,Friday,1,High
185,TX000941,AC00429,25.38,2023-10-23 16:03:00,Debit,Louisville,D000222,201.114.165.141,M024,Branch,57,Engineer,66,1,8616.05,2024-11-04 08:11:00,16,Monday,0,Low
186,TX000922,AC00495,197.18,2023-05-09 16:47:00,Debit,Tucson,D000042,189.20.224.220,M011,Online,28, Engineer ,135,1,3114.92,2024-11-04 08:10:00,16,Tuesday,0,Medium
187,TX000142,AC00114,1049.92,2023-10-23 16:50:00,Debit, Detroit ,D000522,121.67.144.20,M052,ATM,80,Retired,21,1,2037.85,2024-11-04 08:10:00,16,Monday,1,High
189,TX000216,AC00006,74.88,2023-05-24 16:25:00,Debit, Atlanta ,D000139,161.161.26.115,M026,ATM,25,Student,202,1,$420.67,2024-11-04 08:07:00,16,Wednesday,0,Low
190,TX000874,AC00253,758.12,2023-07-03 18:46:00,Debit, San Francisco ,D000413,179.132.235.182,M028,ATM,69, Retired ,90,1,"$6,164.65",2024-11-04 08:11:00,18,Monday,1,High
191,TX002186,AC00497,,2023-06-12 18:51:00,Debit,Tucson,D000171,93.115.61.201,M022,ATM,61,Doctor,152,1,11795.12,2024-11-04 08:10:00,18,Monday,1,
192,TX002468,AC00412,69.8,2023-05-02 16:01:00, Credit ,,D000361,125.225.212.244,M004,Branch,27,Student,138,1,136.77,2024-11-04 08:09:00,16,Tuesday,0,Low
193,TX001619,AC00305,,2023-10-17 16:09:00,Debit,Houston,D000081,119.163.214.161,M097,ATM,50, Doctor ,23,4,"$14,829.85",2024-11-04 08:10:00,16,Tuesday,0,
194,TX000307,AC00233,241.11,2023-06-16 16:41:00,Debit,Columbus,D000443,195.164.171.146,M063,Branch,30,Doctor,55,1,12385.05,2024-11-04 08:10:00,16,Friday,0,Medium
195,TX002136,AC00241,,2023-09-21 17:41:00,Debit, Colorado Springs ,D000614,111.226.226.202,M015,Branch,78,Retired,23,1,5123.24,2024-11-04 08:07:00,17,Thursday,1,
196,TX001031,AC00184,353.69,2023-08-22 16:49:00,Debit,San Jose,D000474,49.29.37.185,M068,Online,59,Engineer,163,1,9500.79,2024-11-04 08:08:00,16,Tuesday,0,High
197,TX001620,AC00015,50.9,2023-04-24 16:14:00,Credit,Jacksonville,D000549,131.41.45.13,M089,Online,28,Student,150,1,1277.7,2024-11-04 08:06:00,16,Monday,0,Low
198,TX002510,AC00095,28.63,2023-08-21 17:08:00,Debit,San Diego,D000095,58.1.27.124,M087,Branch,56,Retired,146,1,3382.91,2024-11-04 08:08:00,17,Monday,0,Low
199,TX001122,AC00426,303.97,2023-02-02 16:55:00,Debit,,D000215,7.146.35.122,M056,Online,24,Student,77,5,1590.88,2024-11-04 08:07:00,16,Thursday,0,Medium
200,TX002334,AC00304,86.79,2023-01-23 16:31:00,Debit,Fort Worth,D000514,204.120.80.105,M100,Branch,33,Doctor,166,1,8795.37,2024-11-04 08:07:00,16,Monday,0,Low
201,TX000784,AC00323,265.94,2023-06-05 16:11:00,Debit, Boston ,D000581,106.244.1.47,M085,Online,54,Engineer,132,1,6781.3,2024-11-04 08:06:00,16,Monday,0,Medium
202,TX001577,AC00059,65.11,2023-09-07 16:47:00,Debit, Nashville ,D000204,223.32.70.156,M026,ATM,34,Engineer,150,1,8485.14,2024-11-04 08:08:00,16,Thursday,0,Low
203,TX001610,AC00273,1431.33,2023-01-17 17:50:00,Debit, Charlotte ,D000434,13.88.251.53,M075,ATM,30,Doctor,49,1,5567.98,2024-11-04 08:09:00,17,Tuesday,0,High
204,TX000829,AC00249,,2023-12-18 18:34:00, Debit ,Nashville,D000005,193.221.15.59,M073,Branch,63,Retired,49,1,7330.31,2024-11-04 08:07:00,18,Monday,1,
205,TX001858,AC00130,720.13,2023-02-14 17:58:00,Credit,Omaha,D000228,155.140.33.42,M024,ATM,22, Student ,96,1,387.02,2024-11-04 08:07:00,17,Tuesday,0,High
207,TX000227,AC00212,,2023-09-28 16:20:00,Debit,San Diego,,35.67.21.23,M087,Branch,41,Doctor,292,1,10090.05,2024-11-04 08:11:00,16,Thursday,0,
208,TX000104,AC00464,196.16,2023-02-24 16:29:00,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,27,Engineer,146,1,9418.86,2024-11-04 08:08:00,16,Friday,0,Medium
209,TX001134,AC00095,1432.02,2023-09-08 17:50:00, Debit , Louisville ,D000263,105.87.212.115,M081,Branch,60, Retired ,138,1,4315.07,2024-11-04 08:09:00,17,Friday,1,High
210,TX001669,AC00368,350.96,2023-06-08 16:26:00,Debit,Tucson,,97.106.5.76,M046,ATM,63, Retired ,167,1,"$5,463.94",2024-11-04 08:08:00,16,Thursday,1,High
211,TX002309,AC00255,588.36,2023-01-09 16:08:00,Debit, Charlotte ,D000356,82.51.236.134,M068,Online,33,Engineer,134,1,"$8,434.99",2024-11-04 08:10:00,16,Monday,0,High
212,TX001546,AC00163,388.77,2023-12-11 16:57:00,Credit,,D000215,49.20.211.229,M065,Online,26, Student ,30,1,1658.49,2024-11-04 08:11:00,16,Monday,0,High
213,TX001254,AC00439,903.19,2023-07-06 17:52:00, Debit , El Paso ,D000286,174.61.77.54,M028,Online,22,Student,65,1,"$8,627.08",2024-11-04 08:06:00,17,Thursday,0,High
215,TX000877,AC00304,204.06,2023-01-02 16:07:00,Debit,,D000685,150.231.20.169,M069,Online,77, Retired ,159,1,4351.83,2024-11-04 08:07:00,16,Monday,1,Medium
216,TX000254,AC00442,218.96,2023-08-30 16:11:00,Debit, Seattle ,D000556,52.196.112.199,M021,ATM,18,Student,13,1,754.21,2024-11-04 08:10:00,16,Wednesday,0,Medium
217,TX000249,AC00253,842.01,2023-09-12 16:43:00,Credit, Virginia Beach ,D000209,62.152.134.92,M015,Online,53,Doctor,185,1,509.45,2024-11-04 08:08:00,16,Tuesday,0,High
218,TX001530,AC00091,927.16,2023-03-20 16:48:00,Debit,San Francisco,D000385,84.237.126.96,M013,ATM,59, Retired ,153,1,7104.61,2024-11-04 08:10:00,16,Monday,0,High
219,TX001930,AC00269,114.03,2023-11-24 16:30:00,Debit,Portland,,10.191.172.154,M081,ATM,51,Doctor,172,1,13388.56,2024-11-04 08:11:00,16,Friday,0,Low
221,TX002203,AC00133,240.03,2023-02-27 17:25:00,Debit, Atlanta ,D000575,211.45.75.44,M079,Online,33,Engineer,31,1,7807.73,2024-11-04 08:09:00,17,Monday,0,Medium
222,TX002180,AC00276,53.52,2023-03-31 16:18:00,Debit,San Diego,D000584,163.69.89.200,M066,Branch,49,Engineer,55,1,2227.49,2024-11-04 08:08:00,16,Friday,0,Low
223,TX000148,AC00161,514.95,2023-04-13 18:37:00, Debit ,New York,D000109,23.92.205.75,M056,Online,41,Doctor,142,5,$421.93,2024-11-04 08:10:00,18,Thursday,0,High
224,TX002299,AC00339,675.49,2023-03-15 16:16:00,Debit, Charlotte ,D000420,205.45.234.42,M065,ATM,61, Retired ,159,1,1893.0,2024-11-04 08:10:00,16,Wednesday,1,High
225,TX000593,AC00426,107.03,2023-03-06 18:27:00, Debit ,Miami,D000628,221.23.158.87,M038,Branch,27, Student ,73,1,1408.07,2024-11-04 08:12:00,18,Monday,0,Low
226,TX001471,AC00024,820.46,2023-04-03 16:22:00,Credit,,D000185,89.21.156.229,M041,Online,53,Engineer,243,1,5621.86,2024-11-04 08:10:00,16,Monday,0,High
227,TX000757,AC00154,333.78,2023-11-30 17:53:00,Debit, San Diego ,D000444,49.31.186.82,M057,ATM,60,Retired,98,1,6810.94,2024-11-04 08:07:00,17,Thursday,1,High
228,TX001827,AC00493,178.39,2023-08-15 18:22:00,Debit,Tucson,D000257,65.27.212.129,M080,Online,34, Engineer ,98,1,8469.43,2024-11-04 08:09:00,18,Tuesday,0,Medium
230,TX001482,AC00178,112.27,2023-10-19 17:34:00,Debit, Seattle ,D000690,199.6.127.153,M007,Branch,58, Doctor ,102,1,7369.89,2024-11-04 08:11:00,17,Thursday,0,Low
231,TX001686,AC00050,296.46,2023-11-09 16:11:00, Debit ,Dallas,D000287,54.252.249.33,M046,Branch,23, Student ,136,1,558.99,2024-11-04 08:08:00,16,Thursday,0,Medium
232,TX001434,AC00455,101.23,2023-08-04 18:34:00,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45, Engineer ,87,1,6169.71,2024-11-04 08:06:00,18,Friday,0,Low
233,TX000734,AC00046,,2023-01-03 17:51:00,Debit,Detroit,D000058,219.31.152.129,M060,Online,20, Student ,179,1,533.2,2024-11-04 08:06:00,17,Tuesday,0,
234,TX000567,AC00216,319.85,2023-07-26 16:44:00,Debit, ##### ,D000589,219.31.152.129,M083,ATM,60,Doctor,148,1,711.66,2024-11-04 08:07:00,16,Wednesday,1,Medium
235,TX002495,AC00322,433.9,2023-03-10 17:38:00, Debit ,Albuquerque,D000295,38.210.156.148,M013,Online,65,Doctor,37,1,9013.1,2024-11-04 08:07:00,17,Friday,1,High
236,TX000289,AC00177,242.62,2023-07-10 16:40:00,Credit,San Francisco,D000332,138.87.180.254,M094,Online,22,Student,234,1,483.02,2024-11-04 08:07:00,16,Monday,0,Medium
237,TX002116,AC00430,101.51,2023-03-23 16:17:00,Credit, Tucson ,D000055,28.149.72.129,M042,Online,46,Engineer,199,1,3052.47,2024-11-04 08:11:00,16,Thursday,0,Low
238,TX000553,AC00158,,2023-06-06 18:53:00, Debit , Fresno ,D000096,219.98.242.240,M054,Branch,54,Engineer,172,1,7986.63,2024-11-04 08:11:00,18,Tuesday,0,
239,TX000570,AC00460,170.53,2023-02-06 18:59:00, Debit ,Oklahoma City,D000140,158.135.64.240,M089,Branch,24,Student,58,1,801.01,2024-11-04 08:09:00,18,Monday,0,Medium
240,TX001965,AC00370,78.93,2023-02-17 16:41:00,Debit,Mesa,D000602,211.45.75.44,M099,ATM,38, Doctor ,145,1,9916.24,2024-11-04 08:12:00,16,Friday,0,Low
241,TX002121,AC00002,476.99,2023-01-10 16:00:00, Debit , San Diego ,D000594,113.137.153.101,M022,Online,23,Student,187,1,1154.48,2024-11-04 08:10:00,16,Tuesday,0,High
242,TX001449,AC00254,,2023-11-14 18:33:00,Debit, Dallas ,,214.67.148.245,M095,ATM,77,Retired,106,1,6462.41,2024-11-04 08:11:00,18,Tuesday,1,
243,TX001189,AC00126,643.03,2023-08-01 16:23:00,Credit, Jacksonville ,D000384,104.155.121.252,M002,Online,36, Engineer ,52,1,2882.16,2024-11-04 08:08:00,16,Tuesday,0,High
244,TX001976,AC00260,79.21,2023-11-24 17:52:00,Debit,Colorado Springs,D000014,165.143.173.165,M055,Branch,56, Retired ,140,1,"$1,615.04",2024-11-04 08:07:00,17,Friday,0,Low
245,TX002345,AC00363,284.17,2023-05-24 16:02:00,Debit,Memphis,D000247,40.192.99.27,M074,ATM,51, Retired ,189,1,3479.56,2024-11-04 08:08:00,16,Wednesday,0,Medium
246,TX000927,AC00224,302.76,2023-11-16 17:14:00,Debit, Sacramento ,D000640,221.23.158.87,M043,ATM,38,Engineer,88,3,8583.39,2024-11-04 08:11:00,17,Thursday,0,Medium
247,TX002378,AC00176,13.02,2023-06-14 16:24:00, Debit ,Charlotte,D000387,121.67.144.20,M014,Branch,51,Doctor,42,1,"$6,076.45",2024-11-04 08:11:00,16,Wednesday,0,Low
248,TX001071,AC00249,48.29,2023-09-25 17:58:00, Debit ,,D000295,221.105.243.251,M060,Online,37, Engineer ,242,1,8883.4,2024-11-04 08:07:00,17,Monday,0,Low
250,TX001058,AC00191,83.07,2023-01-06 16:13:00,Debit,Miami,D000182,138.210.196.19,M026,Branch,27,Engineer,291,4,6704.76,2024-11-04 08:10:00,16,Friday,0,Low
251,TX001433,AC00357,195.54,2023-07-17 16:05:00,Debit,,D000144,161.195.172.148,M039,Online,60,Retired,255,1,2794.66,2024-11-04 08:09:00,16,Monday,1,Medium
252,TX001387,AC00024,69.28,2023-10-30 16:36:00, Debit , Los Angeles ,D000379,184.4.253.143,M070,Online,25,Student,129,1,708.74,2024-11-04 08:11:00,16,Monday,0,Low
253,TX002039,AC00172,38.15,2023-10-06 16:37:00,Credit, Oklahoma City ,D000682,110.235.207.187,M065,Online,72, Retired ,129,1,1425.47,2024-11-04 08:12:00,16,Friday,1,Low
254,TX001087,AC00403,79.43,2023-07-24 17:30:00,Debit,Dallas,D000393,143.212.47.226,M009,ATM,74,Retired,72,1,6579.37,2024-11-04 08:07:00,17,Monday,1,Low
255,TX000239,AC00394,33.06,2023-01-17 16:03:00,Credit, Fort Worth ,D000417,63.67.150.226,M045,Online,53, Retired ,170,1,1540.87,2024-11-04 08:06:00,16,Tuesday,0,Low
256,TX000067,AC00319,298.42,2023-04-25 16:11:00,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,56,Retired,225,1,3014.75,2024-11-04 08:10:00,16,Tuesday,0,Medium
257,TX002454,AC00222,190.9,2023-10-09 16:17:00,Debit,Jacksonville,D000390,42.61.10.112,M002,Online,28, Student ,40,1,101.25,2024-11-04 08:10:00,16,Monday,0,Medium
258,TX000896,AC00357,54.47,2023-11-13 17:47:00,Credit,Philadelphia,D000434,190.92.63.219,M100,Branch,23,Student,34,1,1131.42,2024-11-04 08:11:00,17,Monday,0,Low
259,TX000434,AC00475,85.35,2023-07-05 16:08:00,Debit, Washington ,,100.4.40.132,M074,ATM,66,Retired,166,1,"$2,173.76",2024-11-04 08:06:00,16,Wednesday,1,Low
260,TX001335,AC00304,203.34,2023-12-20 17:13:00,Debit, Phoenix ,D000057,69.82.61.135,M061,ATM,60, Doctor ,66,1,"$13,586.99",2024-11-04 08:09:00,17,Wednesday,1,Medium
261,TX000521,AC00098,137.57,2023-12-11 17:26:00,Debit, Louisville ,D000218,40.10.25.102,M067,Online,54, Engineer ,70,1,5103.67,2024-11-04 08:11:00,17,Monday,0,Medium
262,TX002312,AC00066,57.34,2023-10-23 16:03:00,Debit,Atlanta,D000370,18.92.67.57,M089,Online,27,Student,81,1,1100.64,2024-11-04 08:10:00,16,Monday,0,Low
263,TX001035,AC00092,98.03,2023-12-18 18:41:00,Debit,,D000697,49.20.211.229,M095,Branch,54,Engineer,165,1,6323.45,2024-11-04 08:08:00,18,Monday,0,Low
264,TX001920,AC00030,76.89,2023-05-10 17:49:00,Debit,,D000671,199.103.32.145,M011,ATM,55,Doctor,132,1,7374.26,2024-11-04 08:10:00,17,Wednesday,0,Low
265,TX001671,AC00458,46.12,2023-06-05 17:28:00,Debit, Fresno ,D000527,152.234.65.155,M088,Branch,59, Doctor ,30,1,"$8,874.01",2024-11-04 08:08:00,17,Monday,0,Low
266,TX001800,AC00079,21.4,2023-02-13 16:14:00, Credit , Kansas City ,D000168,115.241.186.164,M009,Online,48,Engineer,129,1,"$8,551.60",2024-11-04 08:12:00,16,Monday,0,Low
267,TX001629,AC00422,122.14,2023-02-20 16:20:00, Debit ,Omaha,D000381,57.141.198.111,M071,Online,22, Student ,155,1,327.68,2024-11-04 08:08:00,16,Monday,0,Medium
268,TX000684,AC00242,120.62,2023-02-27 16:37:00,Debit, Raleigh ,,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,2024-11-04 08:06:00,16,Monday,0,Medium
269,TX001360,AC00113,174.39,2023-01-09 16:08:00,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,19,Student,36,1,1127.08,2024-11-04 08:11:00,16,Monday,0,Medium
270,TX000123,AC00311,317.87,2023-05-22 17:29:00,Debit,Detroit,D000314,79.227.202.117,M076,Online,27, Student ,91,1,145.5,2024-11-04 08:11:00,17,Monday,0,Medium
271,TX000892,AC00431,64.21,2023-01-09 16:36:00,Debit, ##### ,D000527,134.222.122.238,M028,ATM,51,Doctor,37,1,12540.18,2024-11-04 08:09:00,16,Monday,0,Low
272,TX000212,AC00479,432.08,2023-07-31 16:04:00,Debit,El Paso,D000073,40.192.99.27,M044,ATM,40,Doctor,145,1,11500.62,2024-11-04 08:11:00,16,Monday,0,High
273,TX001117,AC00105,122.35,2023-04-12 17:50:00,Credit, Atlanta ,D000649,219.219.117.136,M008,Branch,53,Retired,188,1,"$6,472.50",2024-11-04 08:09:00,17,Wednesday,0,Medium
274,TX002051,AC00475,70.68,2023-11-22 17:01:00, Debit ,El Paso,D000138,13.88.251.53,M016,Online,25,Student,105,1,1478.41,2024-11-04 08:10:00,17,Wednesday,0,Low
275,TX002462,AC00320,337.99,2023-03-02 16:41:00,Debit,Colorado Springs,D000420,113.115.81.178,M069,ATM,70,Doctor,115,1,9038.63,2024-11-04 08:06:00,16,Thursday,1,High
276,TX002084,AC00204,720.46,2023-12-07 16:10:00,Debit,Tucson,D000280,19.20.13.234,M068,Branch,54,Retired,44,1,3101.54,2024-11-04 08:08:00,16,Thursday,0,High
277,TX000609,AC00413,121.82,2023-09-08 18:24:00,Debit,,D000542,40.198.240.246,M032,Online,60,Doctor,119,1,13293.83,2024-11-04 08:11:00,18,Friday,1,Medium
278,TX002361,AC00457,406.12,2023-08-03 17:32:00,Debit,Houston,D000109,181.223.246.123,M004,ATM,42, Doctor ,106,1,10501.53,2024-11-04 08:11:00,17,Thursday,0,High
279,TX000707,AC00004,642.54,2023-05-10 18:49:00,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44, Engineer ,28,1,3143.17,2024-11-04 08:10:00,18,Wednesday,0,High
280,TX000298,AC00110,34.74,2023-06-26 16:40:00, Debit ,San Francisco,D000320,82.88.241.226,M072,ATM,56,Retired,24,1,6827.57,2024-11-04 08:11:00,16,Monday,0,Low
281,TX002026,AC00441,800.29,2023-12-04 16:25:00,Credit, San Diego ,D000400,115.196.150.105,M033,Branch,20,Student,84,1,693.4,2024-11-04 08:11:00,16,Monday,0,High
282,TX000206,AC00020,,2023-08-24 16:47:00,Debit,Denver,D000582,205.69.66.135,M092,ATM,68,Retired,63,1,1748.02,2024-11-04 08:10:00,16,Thursday,1,
283,TX000338,AC00439,138.95,2023-06-02 16:48:00,Debit,Washington,,104.155.121.252,M090,Online,71,Retired,30,1,6752.92,2024-11-04 08:08:00,16,Friday,1,Medium
284,TX000241,AC00076,177.08,2023-01-06 17:16:00,Debit,Las Vegas,D000450,176.96.83.253,M014,Online,35,Doctor,85,1,13475.14,2024-11-04 08:12:00,17,Friday,0,Medium
285,TX002282,AC00225,589.89,2023-10-20 16:29:00,Debit,Jacksonville,D000252,88.55.149.101,M028,Branch,56,Engineer,213,3,9404.63,2024-11-04 08:12:00,16,Friday,0,High
286,TX000122,AC00358,63.34,2023-11-17 16:02:00,Credit,Detroit,D000434,69.82.61.135,M028,Online,46, Doctor ,165,1,11174.94,2024-11-04 08:10:00,16,Friday,0,Low
287,TX002008,AC00352,325.98,2023-07-20 16:58:00, Debit ,Washington,D000232,141.241.241.128,M086,ATM,19,Student,277,1,782.35,2024-11-04 08:08:00,16,Thursday,0,Medium
288,TX002202,AC00385,1431.54,2023-12-11 16:23:00,Debit,Portland,,68.254.244.208,M075,Online,20,Student,84,1,1171.98,2024-11-04 08:08:00,16,Monday,0,High
289,TX000380,AC00488,30.23,2023-11-06 17:53:00,Debit, Austin ,D000406,134.247.5.188,M049,ATM,44,Doctor,99,1,481.13,2024-11-04 08:12:00,17,Monday,0,Low
290,TX000093,AC00149,230.66,2023-03-27 18:16:00,Debit,,D000526,60.43.160.195,M049,Branch,21, Student ,135,1,618.05,2024-11-04 08:10:00,18,Monday,0,Medium
291,TX000364,AC00478,525.28,2023-04-03 16:37:00,Debit,Colorado Springs,D000564,70.130.169.235,M011,ATM,69,Retired,134,1,4693.6,2024-11-04 08:09:00,16,Monday,1,High
292,TX000157,AC00421,93.26,2023-07-27 16:22:00,Credit,New York,D000436,182.225.2.156,M092,Online,20,Student,72,1,1152.2,2024-11-04 08:12:00,16,Thursday,0,Low
293,TX002073,AC00492,81.11,2023-10-16 18:07:00,Debit,Charlotte,D000402,51.250.46.149,M044,Online,48,Engineer,110,1,2051.37,2024-11-04 08:07:00,18,Monday,0,Low
